대학명,계열,학점,토익,토스,오픽,자격증,수상경험,인턴,해외경험,봉사활동,기업명,부서
서울대학교,기계/자동차/조선공학,4.1 / 4.5,860,없음,IH,0개,0회,0회,0회,0회,㈜효성,생산관리
부산대학교(밀양),기계/자동차/조선공학,3.52 / 4.5,745,L5,NH,1개,0회,0회,0회,0회,㈜효성,기계·기구설계
고려대학교(세종),기계/자동차/조선공학,3.67 / 4.5,없음,없음,없음,0개,0회,0회,0회,0회,㈜효성,기술영업(건설)
경희대학교(서울),기계/자동차/조선공학,3.95 / 4.5,830,L6,NH,0개,0회,0회,0회,0회,㈜효성,일반영업
인천대학교,기계/자동차/조선공학,3.6 / 4.5,790,L5,NH,2개,0회,0회,0회,0회,㈜효성,생산관리
충남대학교,기계/자동차/조선공학,4.05 / 4.5,870,L6,NH,1개,0회,0회,0회,0회,㈜효성,기계·기구설계
성균관대학교(자연과학),기계/자동차/조선공학,3.78 / 4.5,없음,없음,IL,0개,0회,0회,0회,0회,㈜효성,생산관리
부산대학교(밀양),기계/자동차/조선공학,4.09 / 4.5,905,L7,NH,4개,0회,0회,0회,0회,㈜효성,생산관리
세종대학교,기계/자동차/조선공학,3.8 / 4.5,760,없음,IM,0개,0회,0회,0회,0회,㈜효성,기계·기구설계
동국대학교(경주),기계/자동차/조선공학,3.43 / 4.5,920,없음,NH,1개,0회,0회,0회,0회,㈜효성,기계·기구설계
중앙대학교(서울),기계/자동차/조선공학,3.53 / 4.5,855,없음,IL,0개,0회,0회,0회,0회,㈜효성,생산관리
전북대학교,기계/자동차/조선공학,4.09 / 4.5,860,L7,IL,0개,0회,0회,0회,0회,㈜효성,생산관리
중앙대학교(서울),기계/자동차/조선공학,3.11 / 4.5,685,없음,IL,3개,0회,0회,0회,0회,㈜효성,기계·기구설계
아주대학교,기계/자동차/조선공학,3.3 / 4.5,885,L7,NH,0개,0회,0회,0회,0회,㈜효성,기술영업(건설)
숭실대학교,기계/자동차/조선공학,3.7 / 4.5,845,없음,NH,1개,0회,0회,0회,0회,㈜효성,기계·기구설계
부산대학교(밀양),기계/자동차/조선공학,4.25 / 4.5,815,없음,없음,0개,0회,0회,0회,0회,현대중공업㈜,연구·실험·기술
부산대학교(밀양),기계/자동차/조선공학,3.71 / 4.5,875,L7,없음,1개,0회,0회,1회,0회,현대제철㈜,생산관리
한양대학교(서울),기계/자동차/조선공학,3.58 / 4.5,640,L5,없음,1개,0회,0회,0회,1회,현대자동차㈜,연구·실험·기술
한동대학교,기계/자동차/조선공학,3.65 / 4.5,885,L6,없음,2개,0회,0회,0회,0회,현대자동차㈜,연구·실험·기술
부산대학교(밀양),기계/자동차/조선공학,3.9 / 4.5,605,L6,IL,1개,0회,0회,0회,0회,현대자동차㈜,연구·실험·기술
한양대학교(서울),기계/자동차/조선공학,3.84 / 4.5,750,L8,NH,0개,0회,0회,0회,0회,현대자동차㈜,연구·실험·기술
경북대학교,기계/자동차/조선공학,3.85 / 4.5,850,L7,NH,0개,0회,0회,0회,0회,현대자동차㈜,연구·실험·기술
한양대학교(서울),기계/자동차/조선공학,3.74 / 4.5,605,L5,NH,1개,0회,0회,0회,0회,현대자동차㈜,연구·실험·기술
중앙대학교(서울),기계/자동차/조선공학,3.53 / 4.5,855,L5,NH,0개,0회,0회,0회,0회,현대자동차㈜,생산관리
한국항공대학교,기계/자동차/조선공학,3.94 / 4.5,895,L7,IL,0개,0회,0회,0회,0회,현대자동차㈜,생산관리
경북대학교,기계/자동차/조선공학,3.62 / 4.5,715,없음,NH,1개,0회,0회,0회,0회,현대자동차㈜,생산관리
부산대학교(밀양),기계/자동차/조선공학,3.73 / 4.5,855,없음,IM,0개,0회,0회,0회,0회,현대자동차㈜,생산관리
한동대학교,기계/자동차/조선공학,4.1 / 4.5,755,없음,NH,3개,0회,0회,0회,0회,현대자동차㈜,생산관리
아주대학교,기계/자동차/조선공학,3.77 / 4.5,895,없음,없음,0개,0회,1회,1회,1회,현대엔지니어링㈜,기계·기구설계
건국대학교(서울),기계/자동차/조선공학,3.96 / 4.5,855,없음,IM,1개,0회,0회,1회,0회,현대엔지니어링㈜,플랜트
아주대학교,기계/자동차/조선공학,3.64 / 4.5,945,L7,없음,1개,0회,1회,4회,3회,현대엔지니어링㈜,기계
아주대학교,기계/자동차/조선공학,3.6 / 4.5,850,L4,IM,0개,0회,0회,0회,0회,현대엔지니어링㈜,기계
부산대학교(밀양),기계/자동차/조선공학,3.58 / 4.5,없음,없음,IM,1개,0회,0회,0회,0회,현대산업개발 ㈜,플랜트
인하대학교,기계/자동차/조선공학,3.4 / 4.5,780,L6,NH,0개,0회,0회,0회,0회,㈜현대미포조선,연구·실험·기술
서울시립대학교,기계/자동차/조선공학,4.03 / 4.5,735,없음,IL,0개,0회,0회,0회,0회,현대모비스㈜,연구·실험·기술
한동대학교,기계/자동차/조선공학,3.8 / 4.5,830,L6,IL,3개,0회,0회,0회,0회,현대모비스㈜,생산관리
영남대학교,기계/자동차/조선공학,3.68 / 4.5,865,L6,IM,1개,0회,0회,1회,1회,현대로템㈜,생산관리
창원대학교,기계/자동차/조선공학,3.8 / 4.5,910,L6,없음,3개,0회,0회,4회,1회,㈜한화/기계,기계·기구설계
경상대학교,기계/자동차/조선공학,4.09 / 4.5,960,L6,NH,2개,0회,0회,0회,0회,㈜한화/기계,기계·기구설계
부경대학교,기계/자동차/조선공학,4.08 / 4.5,780,없음,IM,1개,0회,0회,0회,0회,㈜한화/기계,생산관리
부산대학교(밀양),기계/자동차/조선공학,3.94 / 4.5,855,없음,NH,0개,0회,0회,0회,0회,한화케미칼,생산관리
울산대학교,기계/자동차/조선공학,3.71 / 4.5,810,없음,NH,0개,0회,0회,0회,0회,한화케미칼,생산관리
경희대학교(서울),기계/자동차/조선공학,3.5 / 4.5,880,L6,NH,0개,0회,0회,0회,0회,㈜한화건설,플랜트
인하대학교,기계/자동차/조선공학,3.75 / 4.5,810,없음,IM,0개,0회,0회,0회,0회,㈜한화건설,건축설계
홍익대학교(서울),기계/자동차/조선공학,3.5 / 4.5,755,없음,NH,0개,0회,0회,0회,0회,㈜한화건설,플랜트
동국대학교(경주),기계/자동차/조선공학,3.34 / 4.5,700,없음,IL,0개,0회,0회,0회,0회,㈜한화건설,건축설계
경북대학교,기계/자동차/조선공학,3.65 / 4.5,805,L5,없음,1개,0회,0회,1회,1회,㈜한화건설,플랜트
건국대학교(서울),기계/자동차/조선공학,4.16 / 4.5,730,L6,IL,2개,0회,0회,0회,0회,㈜한화건설,플랜트
한양대학교(서울),기계/자동차/조선공학,3.52 / 4.5,820,없음,NH,0개,0회,0회,0회,0회,㈜한화건설,플랜트
경희대학교(서울),기계/자동차/조선공학,3.46 / 4.5,755,L5,IL,0개,0회,0회,0회,0회,㈜한화건설,플랜트
영남대학교,기계/자동차/조선공학,3.41 / 4.5,800,없음,NH,1개,0회,0회,0회,0회,㈜한화건설,플랜트
한동대학교,기계/자동차/조선공학,3.65 / 4.5,885,L6,없음,2개,0회,0회,0회,0회,㈜한화,생산관리
조선대학교,기계/자동차/조선공학,4.04 / 4.5,780,L5,IL,2개,0회,0회,0회,0회,㈜한화,연구·실험·기술
강원대학교(삼척),기계/자동차/조선공학,3.7 / 4.5,720,없음,IL,1개,0회,0회,0회,0회,㈜한화,경영지원
성균관대학교(자연과학),기계/자동차/조선공학,3.37 / 4.5,815,L6,NH,0개,0회,0회,0회,0회,한일시멘트㈜,생산관리
연세대학교(서울),기계/자동차/조선공학,4.32 / 4.5,795,L6,없음,0개,0회,0회,0회,0회,한온시스템㈜,연구·실험·기술
금오공과대학교,기계/자동차/조선공학,4.19 / 4.5,920,L6,없음,1개,0회,0회,1회,1회,르노삼성자동차 ㈜,자동차·조선설계
연세대학교(서울),기계/자동차/조선공학,3.0 / 4.5,855,L6,없음,2개,0회,0회,0회,0회,롯데건설(주),플랜트
한양대학교(서울),기계/자동차/조선공학,3.9 / 4.5,630,L5,IL,3개,1회,1회,1회,1회,두산중공업㈜,연구·실험·기술
건국대학교(서울),기계/자동차/조선공학,3.77 / 4.5,765,없음,IL,0개,0회,0회,0회,1회,두산중공업㈜,연구·실험·기술
성균관대학교(자연과학),기계/자동차/조선공학,3.57 / 4.5,830,L6,없음,2개,0회,0회,0회,0회,두산중공업㈜,기계·기구설계
경상대학교,기계/자동차/조선공학,4.5 / 4.5,없음,없음,IL,0개,0회,0회,0회,0회,두산중공업㈜,연구·실험·기술
부산대학교(밀양),기계/자동차/조선공학,3.24 / 4.5,760,없음,IL,1개,0회,0회,0회,0회,두산중공업㈜,기계·기구설계
충남대학교,기계/자동차/조선공학,3.4 / 4.5,755,L5,IL,0개,0회,0회,0회,0회,두산중공업㈜,생산관리
부경대학교,기계/자동차/조선공학,3.85 / 4.5,810,L7,NH,1개,1회,0회,3회,0회,두산중공업㈜,기계·기구설계
부경대학교,기계/자동차/조선공학,4.0 / 4.5,835,L5,없음,2개,0회,0회,0회,2회,두산중공업㈜,생산관리
부경대학교,기계/자동차/조선공학,3.69 / 4.5,700,L7,IL,0개,0회,0회,0회,0회,두산중공업㈜,생산관리
부산대학교(밀양),기계/자동차/조선공학,3.64 / 4.5,845,L5,IL,0개,0회,0회,0회,0회,두산중공업㈜,생산관리
경상대학교,기계/자동차/조선공학,3.85 / 4.5,760,L1,IL,0개,0회,0회,0회,0회,두산중공업㈜,생산관리
부산대학교(밀양),기계/자동차/조선공학,3.71 / 4.5,730,L6,NH,1개,0회,0회,0회,0회,두산중공업㈜,생산관리
성균관대학교(자연과학),기계/자동차/조선공학,3.5 / 4.5,890,L6,IM,0개,0회,0회,0회,0회,두산중공업㈜,플랜트
부산대학교(밀양),기계/자동차/조선공학,4.23 / 4.5,905,L6,NH,1개,0회,0회,0회,0회,두산중공업㈜,플랜트
홍익대학교(서울),기계/자동차/조선공학,3.5 / 4.5,755,없음,NH,0개,0회,0회,0회,0회,두산중공업㈜,플랜트
부산대학교(밀양),기계/자동차/조선공학,3.77 / 4.5,810,L6,IM,0개,0회,0회,0회,0회,두산중공업㈜,원자력·에너지
부경대학교,기계/자동차/조선공학,4.12 / 4.5,810,없음,IL,0개,0회,0회,0회,0회,두산중공업㈜,연구·실험·기술
한양대학교(서울),기계/자동차/조선공학,3.65 / 4.5,850,없음,NH,1개,0회,0회,0회,0회,두산중공업㈜,기계설비
인하대학교,기계/자동차/조선공학,3.36 / 4.5,750,없음,IL,2개,0회,0회,0회,0회,두산중공업㈜,플랜트
동의대학교,기계/자동차/조선공학,3.45 / 4.5,845,L6,NH,2개,0회,0회,0회,0회,두산중공업㈜,생산관리
부산대학교(밀양),기계/자동차/조선공학,3.42 / 4.5,825,없음,IM,1개,0회,0회,0회,0회,두산중공업㈜,플랜트
서울과학기술대학교,기계/자동차/조선공학,3.35 / 4.5,735,L6,없음,0개,0회,0회,0회,1회,두산인프라코어㈜,생산관리
인하대학교,기계/자동차/조선공학,3.5 / 4.5,645,없음,IL,1개,0회,0회,0회,1회,두산인프라코어㈜,생산관리
중앙대학교(서울),기계/자동차/조선공학,3.37 / 4.5,705,L7,IL,0개,0회,0회,0회,0회,두산인프라코어㈜,연구·실험·기술
동아대학교,기계/자동차/조선공학,3.52 / 4.5,765,L6,IL,0개,0회,0회,0회,0회,두산인프라코어㈜,기계·기구설계
중앙대학교(서울),기계/자동차/조선공학,4.0 / 4.5,705,L8,IL,0개,0회,0회,0회,0회,두산인프라코어㈜,연구·실험·기술
연세대학교(서울),기계/자동차/조선공학,3.62 / 4.5,700,없음,없음,0개,0회,0회,0회,0회,두산인프라코어㈜,생산관리
경북대학교,기계/자동차/조선공학,3.65 / 4.5,805,L5,없음,1개,0회,0회,1회,1회,두산인프라코어㈜,연구·실험·기술
인하대학교,기계/자동차/조선공학,3.9 / 4.5,850,L7,IM,1개,0회,0회,0회,0회,두산인프라코어㈜,시설관리
아주대학교,기계/자동차/조선공학,3.69 / 4.5,885,L6,NH,1개,0회,0회,0회,0회,두산인프라코어㈜,생산관리
아주대학교,기계/자동차/조선공학,3.08 / 4.5,625,L7,NH,0개,0회,0회,0회,0회,에이치에스디엔진,생산관리
동아대학교,기계/자동차/조선공학,3.93 / 4.5,725,L7,IL,5개,0회,0회,0회,0회,에이치에스디엔진,기계·기구설계
단국대학교(경기),기계/자동차/조선공학,3.2 / 4.5,없음,L5,없음,0개,0회,0회,0회,0회,두산건설㈜,기계·기구설계
성균관대학교(자연과학),기계/자동차/조선공학,3.07 / 4.5,690,없음,IL,1개,0회,0회,0회,0회,동부건설㈜,플랜트
조선대학교,기계/자동차/조선공학,3.7 / 4.5,735,L6,NH,5개,0회,0회,0회,0회,NH농협,마케팅전략·기획
세종대학교,기계/자동차/조선공학,3.64 / 4.5,없음,없음,IL,0개,0회,0회,0회,0회,㈜효성,기계·기구설계
한국항공대학교,기계/자동차/조선공학,3.4 / 4.5,915,L5,IL,0개,0회,0회,0회,0회,기아자동차㈜,품질관리
세종대학교,기계/자동차/조선공학,3.65 / 4.5,625,L5,NH,2개,0회,0회,0회,0회,기아자동차㈜,생산관리
한성대학교,기계/자동차/조선공학,3.7 / 4.5,810,L5,IM,1개,0회,1회,2회,1회,금호타이어㈜,생산관리
부경대학교,기계/자동차/조선공학,4.21 / 4.5,915,L6,NH,4개,0회,0회,1회,0회,금호석유화학,기계설비
아주대학교,기계/자동차/조선공학,4.18 / 4.5,820,L6,없음,0개,0회,1회,1회,1회,㈜포스코건설,플랜트
단국대학교(경기),기계/자동차/조선공학,3.86 / 4.5,920,없음,NH,1개,0회,0회,0회,0회,㈜포스코건설,건축설계
세종대학교,기계/자동차/조선공학,4.0 / 4.5,900,L6,NH,0개,0회,0회,0회,0회,㈜포스코건설,플랜트
충남대학교,기계/자동차/조선공학,3.6 / 4.5,885,없음,NH,1개,0회,0회,0회,0회,㈜포스코건설,플랜트
영남대학교,기계/자동차/조선공학,4.12 / 4.5,805,없음,IL,1개,0회,1회,0회,2회,㈜포스코건설,플랜트
영남대학교,기계/자동차/조선공학,3.55 / 4.5,805,없음,NH,1개,0회,0회,0회,0회,㈜포스코건설,플랜트
전북대학교,기계/자동차/조선공학,3.7 / 4.5,845,L6,IM,0개,0회,0회,0회,0회,㈜포스코,생산관리
부산대학교(밀양),기계/자동차/조선공학,4.2 / 4.5,950,L8,NH,0개,0회,0회,0회,0회,㈜포스코,생산관리
한국기술교육대학교,기계/자동차/조선공학,4.15 / 4.5,905,없음,IM,4개,0회,1회,3회,1회,현대케피코,생산관리
경기대학교(서울),기계/자동차/조선공학,4.1 / 4.5,835,없음,없음,1개,0회,0회,0회,1회,유진투자증권(주),금융영업
영남대학교,기계/자동차/조선공학,3.11 / 4.5,840,없음,IL,0개,0회,0회,0회,0회,㈜영풍,기계
국민대학교,기계/자동차/조선공학,3.47 / 4.5,835,없음,IL,3개,0회,0회,0회,0회,㈜아모레퍼시픽,제품디자인
고려대학교(세종),기계/자동차/조선공학,3.96 / 4.5,855,L7,NH,0개,0회,0회,0회,0회,㈜세아제강,생산관리
한동대학교,기계/자동차/조선공학,4.06 / 4.5,770,L6,IL,1개,0회,0회,0회,0회,성동조선해양㈜,자동차·조선설계
인천대학교,기계/자동차/조선공학,3.6 / 4.5,790,L5,NH,2개,0회,0회,0회,0회,삼성SDI㈜,연구·실험·기술
부산대학교(밀양),기계/자동차/조선공학,4.23 / 4.5,905,L6,NH,1개,0회,0회,0회,0회,한화에어로스페이스,기계·기구설계
부경대학교,기계/자동차/조선공학,3.71 / 4.5,805,없음,IH,1개,0회,0회,1회,3회,삼성중공업㈜,품질관리
부경대학교,기계/자동차/조선공학,4.0 / 4.5,835,L5,없음,2개,0회,0회,0회,2회,삼성중공업㈜,자동차·조선설계
부산대학교(밀양),기계/자동차/조선공학,3.94 / 4.5,855,없음,IL,0개,0회,0회,0회,0회,삼성중공업㈜,기계설비
홍익대학교(서울),기계/자동차/조선공학,4.04 / 4.5,685,L6,NH,0개,0회,0회,0회,0회,삼성중공업㈜,연구·실험·기술
홍익대학교(서울),기계/자동차/조선공학,4.37 / 4.5,760,없음,IL,0개,0회,0회,0회,0회,삼성중공업㈜,자동차·조선설계
홍익대학교(서울),기계/자동차/조선공학,3.52 / 4.5,800,L6,IL,1개,0회,0회,0회,0회,삼성중공업㈜,기술직
전북대학교,기계/자동차/조선공학,4.39 / 4.5,985,없음,IL,2개,0회,0회,0회,0회,삼성중공업㈜,자동차·조선설계
울산대학교,기계/자동차/조선공학,4.04 / 4.5,820,없음,IM,1개,0회,0회,0회,0회,삼성중공업㈜,품질관리
충남대학교,기계/자동차/조선공학,4.09 / 4.5,860,L7,NH,2개,0회,0회,0회,0회,삼성중공업㈜,자동차·조선설계
경상대학교,기계/자동차/조선공학,4.29 / 4.5,730,L5,IL,1개,0회,0회,0회,0회,삼성중공업㈜,자동차·조선설계
부경대학교,기계/자동차/조선공학,3.7 / 4.5,810,L6,NH,0개,0회,0회,0회,0회,삼성중공업㈜,자동차·조선설계
부산대학교(밀양),기계/자동차/조선공학,4.18 / 4.5,870,L6,없음,5개,0회,0회,1회,2회,삼성중공업㈜,구조·경량·골조
한양대학교(서울),기계/자동차/조선공학,3.71 / 4.5,810,없음,IM,0개,0회,0회,0회,0회,삼성전자로지텍(주),연구·실험·기술
전북대학교,기계/자동차/조선공학,4.15 / 4.5,620,없음,IL,2개,0회,0회,1회,2회,삼성전자㈜,연구·실험·기술
국민대학교,기계/자동차/조선공학,3.14 / 4.5,760,L4,없음,0개,0회,0회,0회,2회,삼성전자㈜,연구·실험·기술
단국대학교(경기),기계/자동차/조선공학,3.86 / 4.5,920,없음,IL,1개,0회,0회,0회,0회,삼성전자㈜,연구·실험·기술
경희대학교(서울),기계/자동차/조선공학,4.09 / 4.5,605,L6,IL,0개,0회,0회,0회,0회,삼성전기㈜,연구·실험·기술
한양대학교(서울),기계/자동차/조선공학,3.53 / 4.5,730,L5,IM,0개,0회,0회,0회,0회,삼성전기㈜,생산관리
성균관대학교(자연과학),기계/자동차/조선공학,3.22 / 4.5,760,없음,IM,0개,0회,0회,1회,1회,삼성엔지니어링㈜,플랜트
성균관대학교(자연과학),기계/자동차/조선공학,3.85 / 4.5,860,없음,IM,1개,0회,1회,3회,2회,삼성엔지니어링㈜,플랜트
성균관대학교(자연과학),기계/자동차/조선공학,3.58 / 4.5,800,L7,NH,1개,0회,0회,0회,0회,삼성엔지니어링㈜,플랜트
부산대학교(밀양),기계/자동차/조선공학,3.83 / 4.5,895,L6,IL,3개,0회,0회,0회,0회,삼성엔지니어링㈜,플랜트
